ItemId,quality,store,price
12988940,2,10,6700
12988940,2,14,6700
12988940,2,10,6700
12988940,2,47,6700
13003663,2,16,9400
13076347,2,5,7200
13076347,4,55,8000
13076347,4,4,8000
13076347,3,11,8000
13076347,3,24,8000
13076347,3,9,8000
13076347,2,15,8400
13076347,2,26,7200
13076347,2,48,7200
13076347,3,49,7600
13076347,3,40,7600
13076347,2,42,7600
13076347,4,17,8000
13076347,4,4,8000
13076347,4,20,8000
131898705,3,26,8900
13214629,3,5,6600
13214629,3,53,7200
13214629,3,36,7200
13214629,3,1,7500
13214629,3,39,6700
13214629,3,25,7000
13214629,2,13,7000
13214629,2,7,7000
13214629,3,22,7200
13214629,3,37,7200
13214629,3,14,7200
13214629,3,37,7200
13302681,2,15,7700
13302681,4,1,8600
13302681,3,11,8600
13302681,3,9,8600
13302681,3,18,8600
13302681,4,51,8900
13302681,3,1,8900
13302681,2,1,7700
13302681,3,3,8000
13302681,2,20,8200
13302681,2,42,8200
13302681,2,12,8200
13302681,2,26,8200
13302681,2,38,8200
13302681,2,32,8200
13489473,1,38,1500
13489473,3,22,6000
13489473,3,1,6000
13489473,3,24,6000
13489473,3,40,6000
13489473,2,16,6000
13489473,2,31,6000
13489473,1,10,1500
13489473,2,17,5500
13489473,2,14,5600
13489473,2,8,5700
13489473,2,1,5700
13489473,3,32,5900
13489473,3,39,5900
13489473,3,25,5900
135366890,3,7,9000
135366890,3,8,9000
135366890,3,14,9000
135366890,3,20,9000
135366890,3,19,9000
135366890,3,18,9000
135366890,3,34,9000
135366890,3,15,9000
135366890,3,25,9000
135366890,3,7,9000
135366890,3,43,9000
135366890,3,30,9000
135366890,3,17,9000
135366890,3,1,9000
135366890,3,40,9000
13612707,2,5,4900
13612707,4,31,7000
13612707,2,45,7200
13612707,4,39,7300
13612707,3,46,7500
13612707,4,37,7800
13612707,2,8,5400
13612707,4,24,5800
13612707,4,53,5800
13612707,4,39,5900
13612707,2,30,6500
13612707,3,34,6900
13612707,4,48,7000
13612707,4,28,7000
137406765,2,6,8100
137406765,3,3,8400
137406765,3,26,8400
137406765,3,6,8400
137406765,4,1,8700
137406765,4,20,8700
137406765,4,5,8700
137406765,2,26,8100
137406765,2,52,8100
137406765,2,42,8100
137406765,2,33,8100
137406765,2,9,8100
137406765,3,20,8300
137406765,3,27,8400
137406765,3,27,8400
13849125,2,27,7600
13849125,3,11,8000
13849125,3,29,8100
13849125,3,16,8100
13849125,3,47,8100
13849125,3,6,8100
13849125,4,46,8400
13849125,2,9,7700
13849125,2,13,7700
13849125,2,8,7700
13849125,3,3,8000
13849125,3,50,8000
13849125,3,1,8000
13849125,3,29,8000
13849125,3,9,8000
13874745,2,1,3800
13874745,3,47,4600
13874745,2,16,4700
13874745,2,44,4700
13874745,3,23,4000
13874745,2,8,4000
13874745,2,6,4000
13874745,3,22,4300
13874745,3,6,4300
13874745,3,2,4300
13874745,2,13,4400
13874745,2,36,4400
13876754,2,29,8800
13876754,3,36,8900
13876754,3,9,8900
13876754,3,47,8900
13876754,3,3,9100
13876754,4,32,9200
13898372,2,55,5100
13898372,2,29,5800
13898372,2,20,5900
13898372,2,50,5900
13898372,3,29,6100
13898372,3,18,6100
13898372,3,50,6100
13898372,2,41,5100
13898372,2,1,5100
13898372,2,54,5100
13898372,2,29,5200
13898372,2,17,5300
13898372,2,49,5400
13898372,2,24,5500
13898372,3,48,5800
139321717,2,41,6200
139321717,3,10,6900
139321717,3,26,6900
139321717,4,12,7200
139321717,4,31,7200
139321717,4,31,7200
139321717,3,28,7500
139321717,2,10,6200
139321717,3,33,6500
139321717,3,15,6500
139321717,2,45,6600
139321717,2,13,6600
139321717,2,53,6600
139321717,2,42,6600
139321717,2,32,6600
14022597,1,17,1500
14022597,1,22,1500
14022597,1,7,1500
14022597,1,8,1500
14022597,2,19,5300
14022597,3,2,5600
14022597,3,38,5600
14022597,3,16,6800
14022597,3,36,6900
14095953,3,53,4500
141315812,2,15,8700
141315812,3,23,10500
141315812,3,7,10500
141315812,3,26,10500
141315812,3,17,10500
141315812,3,2,10500
141315812,4,43,11000
141315812,2,15,8700
141315812,2,32,8900
141315812,2,5,9000
141315812,3,17,9200
141315812,3,34,9400
141315812,3,1,9400
141315812,3,1,9400
141315812,2,47,9400
14136038,2,27,2400
14136038,2,4,3200
14136038,3,34,3400
14136038,4,20,3500
14136038,4,35,3500
14136038,4,20,3500
14136038,4,17,3500
14136038,2,24,2700
14136038,2,14,2700
14136038,4,54,2800
14136038,4,24,2800
14136038,3,15,2900
14136038,3,40,3100
14136038,2,4,3100
14136038,4,9,3200
14248236,1,5,1500
14255725,1,27,1500
14255725,1,39,1500
14255725,2,44,7600
14255725,2,19,7600
14255725,2,23,7600
14255725,3,26,7900
14255725,3,13,7900
14255725,3,14,7900
14255725,4,27,8300
14269731,2,11,8500
14269731,3,10,9100
14269731,3,9,9300
14269731,2,50,9300
14269731,3,28,9700
14269731,3,30,9700
14269731,3,56,9700
14269731,2,45,8600
14269731,2,20,8600
14269731,2,26,8600
14269731,3,22,8900
14269731,2,56,8900
14269731,2,45,9000
14269731,3,23,9100
14269731,3,1,9100
14293300,2,52,2800
14313699,2,1,4500
14313699,3,8,5200
14313699,3,49,5300
14313699,3,35,5300
14313699,3,33,5300
14313699,3,6,5300
14313699,4,21,5500
14313699,2,32,4700
14313699,2,32,4700
14313699,3,45,4900
14313699,3,36,4900
14313699,3,45,4900
14313699,4,5,5100
14313699,2,38,5100
14313699,2,3,5100
14357404,1,23,300
14357404,3,9,2400
14357404,3,24,2400
14357404,3,20,2400
14357404,2,26,2400
14357404,2,27,2400
14357404,4,5,2500
14357404,1,4,300
14357404,3,1,2200
14357404,2,14,2200
14357404,2,53,2200
14357404,3,28,2400
14357404,3,2,2400
14357404,3,29,2400
14357404,3,37,2400
14357732,3,13,6900
14384069,2,8,5800
14384069,3,7,6200
14384069,4,50,6500
14384069,4,47,6500
14384069,4,18,6500
14384069,2,39,5900
14384069,2,16,5900
14384069,3,23,6200
14384069,3,6,6200
14384069,3,34,6200
14384069,3,33,6200
14384069,3,31,6200
14384069,3,41,6200
14389419,1,9,500
14389419,3,1,3300
14389419,4,33,3600
14423407,4,50,3400
14522431,3,16,5200
14522431,3,28,5200
14522431,3,38,5200
14522431,2,30,5200
14522431,4,30,5400
14522431,4,53,5400
14522431,4,30,5400
14522431,4,17,5400
14522431,4,28,5400
146611305,2,35,4000
146611305,4,46,8300
146611305,4,8,8300
146611305,4,19,8300
146611305,4,7,8300
146611305,2,47,8700
146611305,2,29,8700
146611305,2,40,7400
146611305,2,22,7500
146611305,2,50,7500
146611305,2,19,7500
146611305,3,27,7900
146611305,3,8,7900
146611305,3,7,7900
146611305,4,42,8300
15131793,3,24,6500
15131793,3,6,6900
15131793,3,6,6900
15131793,3,26,6900
15131793,3,34,6900
15131793,3,11,7000
15131793,4,9,7200
15131793,2,40,6600
15131793,2,39,6600
15131793,2,4,6600
15131793,2,49,6600
15131793,2,47,6700
15131793,2,52,6700
15131793,2,3,6700
15131793,3,23,6900
152203521,2,41,9300
152203521,3,27,10000
152203521,3,45,10000
152203521,3,18,10000
152203521,4,6,10500
152203521,4,42,10500
152203521,3,9,10500
152203521,2,17,9500
152203521,2,1,9500
152203521,3,7,10000
152203521,3,7,10000
152203521,3,1,10000
152203521,3,49,10000
152203521,3,3,10000
152203521,3,23,10000
152511699,3,9,10300
152511699,4,28,10700
152511699,4,38,10700
152511699,4,39,10700
152511699,2,11,11000
152511699,3,10,11500
152511699,4,11,11900
152511699,3,6,10300
152511699,3,38,10300
152511699,3,47,10300
152511699,3,39,10300
152511699,4,11,10500
152511699,3,42,10500
152511699,2,2,10500
152511699,4,44,10700
153810428,2,7,9100
153810428,3,18,9500
153810428,4,37,9900
156055393,2,43,9400
156744,2,22,6100
156744,2,22,6200
156744,2,5,6200
156744,2,34,6200
156744,2,21,6200
156744,2,30,6300
156744,3,10,6500
158484164,2,31,7300
158484164,4,31,8000
158484164,4,7,8000
158484164,2,43,7300
158484164,2,40,7400
158484164,2,9,7400
158484164,3,6,7600
158484164,4,48,7900
158484164,4,36,8000
158484164,4,34,8000
158484164,4,36,8000
159908708,2,36,7500
159908708,4,48,8400
159908708,2,5,8400
159908708,3,30,8500
159908708,4,23,9000
159908708,4,17,9400
159908708,4,24,9500
159908708,2,15,7600
159908708,2,43,7600
159908708,2,26,7600
159908708,2,8,7700
159908708,3,36,7900
159908708,3,7,8000
159908708,3,3,8000
159908708,2,2,8100
162341256,3,31,9500
162341256,3,3,9500
162341256,3,19,9500
162341256,3,25,9500
162341256,3,19,9500
162341256,2,26,9800
162341256,4,15,9900
162341256,4,40,10000
162341256,3,12,10300
164971316,2,51,8500
164971316,3,52,8800
164971316,3,3,8800
164971316,2,4,9600
164971316,3,17,10000
164971316,3,7,10000
164971316,4,43,10400
164971316,2,2,8500
164971316,2,46,8500
164971316,2,44,8500
164971316,2,40,8500
164971316,2,2,8500
164971316,2,6,8500
164971316,2,12,8500
164971316,2,41,8500
16565959,2,23,6100
16565959,3,37,6900
16565959,3,21,6900
16565959,3,40,6900
16565959,3,25,6900
16565959,3,3,6900
16565959,3,1,6900
16565959,2,28,6100
16565959,2,52,6100
16565959,3,19,6300
16565959,3,34,6400
16565959,3,23,6400
16565959,3,31,6400
16565959,3,31,6400
16565959,4,5,6500
167182401,2,24,7000
167182401,4,35,8500
167182401,4,6,8900
167182401,4,2,8900
167182401,4,8,8900
167182401,4,23,8900
167182401,4,22,9300
167182401,2,50,7000
167182401,2,29,7000
167182401,4,17,7700
167182401,4,29,7700
167182401,3,18,8100
167182401,3,2,8400
167182401,4,31,8500
167182401,4,50,8500
167250445,2,19,10100
167250445,2,5,10100
167250445,2,25,10600
167250445,2,1,10600
167250445,4,24,11000
167250445,3,26,11100
168413120,1,7,5000
170087767,2,12,16200
170087767,4,2,18400
171021283,2,40,6800
171021283,3,37,8200
171021283,3,13,8200
171021283,4,54,8400
171021283,4,8,8400
171021283,4,8,8600
171021283,4,15,9700
171021283,2,11,6800
171021283,2,11,7100
171021283,4,18,7500
171021283,4,7,7500
171021283,3,10,7500
171021283,2,16,7500
171021283,2,44,7700
171021283,2,47,7700
171232279,2,21,9300
171232279,4,47,10000
171232279,4,28,10000
171232279,4,26,10000
171232279,4,55,10000
171232279,4,55,10000
171232279,4,12,10000
171232279,2,17,9300
171232279,2,16,9300
171232279,3,21,9700
171232279,3,40,9700
171232279,3,4,9700
171232279,4,10,10000
171232279,4,26,10000
171232279,4,28,10000
1713079,2,41,6200
1713079,3,6,6500
1713079,3,25,6500
1713079,3,34,6500
1713079,2,11,7000
1713079,2,18,7000
1713079,4,47,7200
1713079,2,1,6200
1713079,2,31,6200
1713079,2,2,6200
1713079,2,12,6200
1713079,3,6,6300
1713079,3,6,6500
1713079,3,13,6500
1713079,3,3,6500
171342531,3,5,4700
171342531,3,1,5600
171342531,3,18,5900
172273975,2,29,8100
172273975,4,23,9800
172273975,4,20,9800
172273975,4,10,9800
172273975,4,25,9800
172273975,4,12,9800
172273975,4,31,9800
172273975,3,35,8500
172273975,2,26,8800
172273975,2,3,8800
172273975,2,18,9000
172273975,3,4,9400
172273975,3,36,9400
172273975,3,4,9400
172273975,4,4,9800
17262917,2,22,6200
17262917,3,29,7400
17262917,3,26,7400
17262917,3,15,7400
17262917,4,43,7700
17262917,3,7,8100
17262917,4,25,8400
17262917,2,49,6200
17262917,2,28,6200
17262917,3,18,6400
17262917,2,26,7100
17262917,2,33,7100
17262917,2,8,7100
17262917,3,27,7400
17262917,3,33,7400
173027732,4,25,6800
173027732,4,34,8400
173027732,4,18,8400
173027732,4,5,8400
173027732,4,3,8400
173027732,4,33,8400
173027732,4,7,8400
173027732,2,6,7100
173027732,2,12,7600
173027732,2,2,7700
173027732,4,28,7900
173027732,4,28,7900
173027732,3,32,8000
173027732,3,12,8000
173027732,3,18,8000
173355177,2,21,2900
173355177,4,9,3500
173355177,3,26,3500
173355177,3,3,3500
173355177,3,55,3500
173355177,3,16,3500
173355177,4,31,3600
173355177,2,5,3300
173355177,3,47,3400
173355177,3,14,3400
173355177,3,20,3400
173355177,2,43,3400
173355177,2,40,3400
173355177,2,5,3400
173355177,2,9,3400
173779315,3,1,7100
173779315,3,36,7700
173779315,3,1,7700
173779315,3,49,7700
173779315,3,52,7700
173779315,3,7,7700
173779315,4,19,8000
173779315,3,40,7100
173779315,3,20,7100
173779315,2,40,7200
173779315,2,40,7300
173779315,2,18,7300
173779315,2,22,7300
173779315,2,20,7300
173779315,3,12,7700
173925320,4,27,9200
174026093,2,25,9000
174026093,3,16,10000
174089128,2,6,8800
174089128,4,1,9500
174089128,4,3,9500
174089128,4,39,9500
174089128,4,28,9500
174089128,4,26,9500
174089128,4,17,9500
174089128,2,20,8800
174089128,2,6,8900
174089128,3,3,9100
174089128,3,3,9100
174089128,3,5,9100
174089128,2,34,9100
174089128,3,23,9200
174089128,4,48,9500
174468559,4,52,16100
174524070,2,17,4300
174524070,3,26,4600
174524070,3,46,8500
174524070,4,20,8700
174524070,2,52,4300
174524070,2,25,4400
174524070,3,21,4500
174524070,3,54,4500
174524070,3,35,4500
174524070,4,17,4600
174524070,4,39,4600
174524070,4,32,4600
174873284,3,18,9100
174873284,4,44,9500
174873284,4,26,9500
174873284,4,35,9500
174873284,4,3,9500
174873284,4,39,9500
174873284,4,20,9500
174873284,3,6,9100
174873284,3,25,9200
174873284,4,14,9500
174873284,4,14,9500
174873284,4,3,9500
174873284,4,50,9500
174873284,4,30,9500
174873284,4,1,9500
175330696,2,11,8400
175330696,3,7,9000
175330696,3,1,9000
175330696,4,46,9400
175330696,4,19,9400
175330696,4,7,9400
175330696,4,19,9400
175330696,2,2,8500
175330696,2,7,8500
175330696,2,15,8500
175330696,3,15,9000
175330696,3,2,9000
175330696,3,7,9000
175330696,3,2,9000
175330696,3,18,9000
175489783,2,28,5800
175489783,3,54,6500
175489783,2,48,6500
175489783,2,34,6500
175489783,4,14,6700
175489783,4,18,6700
175489783,2,10,6700
175489783,2,24,6200
175489783,2,2,6200
175489783,2,26,6300
175489783,4,38,6400
175489783,3,9,6400
175489783,3,49,6400
175489783,3,4,6400
175489783,3,20,6400
175505975,2,20,7100
175505975,3,37,9200
175505975,3,10,9200
175505975,3,47,9200
175784294,2,11,8800
175784294,3,33,9900
175784294,3,23,9900
175784294,3,14,9900
175784294,4,18,10400
175784294,4,29,11700
175784294,4,29,11700
175784294,3,10,9300
175784294,3,31,9500
175784294,2,16,9500
175784294,4,10,9800
175784294,4,42,9800
175784294,4,11,9800
175784294,4,22,9900
175784294,3,5,9900
175830533,2,30,6400
175830533,2,8,6500
175830533,2,18,6500
175830533,2,25,6500
175830533,2,16,6500
175830533,3,26,6900
175830533,4,54,7100
175830533,4,26,7100
175830533,4,16,7100
175922343,2,22,6600
175922343,3,2,7100
175922343,3,21,7100
175922343,4,26,7200
175922343,3,49,7200
175922343,4,45,7400
175922343,4,45,7500
175922343,2,44,6600
175922343,2,20,6600
175922343,2,13,6600
175922343,2,28,6800
175922343,3,45,6900
175922343,3,55,7100
175922343,3,12,7100
175922343,3,55,7100
176188846,2,1,9000
176188846,4,2,10000
176188846,4,13,10000
176188846,4,17,10000
176188846,3,1,10200
176188846,3,41,10200
176188846,3,20,10200
176188846,2,25,9000
176188846,2,4,9000
176188846,3,2,9500
176188846,3,9,9500
176188846,3,12,9500
176188846,3,11,9500
176188846,3,26,9500
176188846,3,21,9700
176236666,2,5,8200
176236666,4,2,9100
176236666,4,18,9100
176236666,4,25,9100
176236666,4,1,9100
176236666,4,43,9100
176236666,4,19,10000
176236666,2,32,8200
176236666,2,46,8200
176236666,4,3,8500
176236666,3,13,8600
176236666,3,32,8600
176236666,4,56,9100
176236666,4,6,9100
176236666,4,40,9100
176321221,3,10,6600
176321221,4,17,7400
176321221,4,34,7400
176321221,4,50,7400
176321221,4,43,7400
176321221,4,4,7400
176321221,4,6,7500
176321221,4,21,6700
176321221,4,1,6900
176321221,3,21,7100
176321221,3,36,7100
176321221,3,19,7100
176321221,4,16,7400
176321221,4,4,7400
176321221,4,10,7400
176322901,2,1,8100
176322901,4,3,8900
176322901,4,56,8900
176322901,4,37,8900
176322901,4,25,8900
176322901,4,12,8900
176322901,4,6,8900
176322901,2,52,8100
176322901,3,19,8600
176322901,3,36,8600
176322901,3,38,8600
176322901,4,24,8800
176322901,4,26,8900
176322901,4,28,8900
176322901,4,10,8900
176407469,2,22,6700
176407469,3,17,7600
176407469,3,18,7600
176407469,3,52,7700
176407469,3,30,7700
176407469,3,54,7700
176407469,2,9,6700
176407469,3,17,6800
176407469,3,6,7000
176407469,2,42,7300
176407469,2,47,7300
176407469,2,47,7300
176407469,2,9,7300
176407469,2,25,7400
176726543,2,32,9200
176726543,3,6,10400
176726543,4,47,10700
176726543,4,29,10700
176726543,4,1,10700
176726543,4,1,10700
176726543,4,20,10700
176726543,3,26,9700
176726543,2,40,9800
176726543,2,3,9800
176726543,2,46,9800
176726543,4,26,10300
176726543,3,35,10300
176726543,3,16,10300
176726543,3,39,10300
176780265,2,22,16600
176780265,2,12,16600
176814072,2,7,3000
176814072,4,12,3100
176814072,4,54,3200
176814072,3,40,3200
176838833,3,23,9200
176838833,3,15,9700
176838833,3,31,9700
176838833,4,49,10100
176838833,4,40,10100
176838833,4,42,10100
176838833,4,4,10100
176838833,3,27,9200
176838833,2,5,9300
176838833,2,27,9300
176838833,2,34,9300
176838833,4,32,9700
176838833,3,14,9700
176838833,3,17,9700
176838833,3,10,9700
176843838,3,40,5000
176863697,3,1,6800
176863697,3,26,7300
176863697,3,54,7300
176863697,3,16,7300
176863697,2,37,7400
176863697,4,4,7600
176863697,4,41,7600
176863697,2,28,6800
176863697,2,28,7000
176863697,2,47,7000
176863697,2,31,7000
176863697,2,50,7100
176863697,3,53,7300
176863697,3,14,7300
176863697,3,38,7300
176864120,3,3,6900
176864120,3,53,7400
176864120,3,14,7500
176864120,3,29,7500
176864120,2,48,7500
176864120,4,38,7700
176864120,3,5,8100
176864120,3,7,6900
176864120,2,33,7100
176864120,2,18,7100
176864120,2,7,7100
176864120,3,36,7400
176864120,3,11,7400
176864120,3,33,7400
176864120,3,4,7400
177176378,3,35,8000
177176378,3,24,8700
177176378,4,28,8800
177176378,3,34,9000
177176378,3,24,9000
177176378,3,8,9000
177176378,3,20,9000
177176378,3,16,8000
177176378,2,39,8200
177176378,3,9,8300
177176378,4,13,8400
177176378,3,11,8400
177176378,3,52,8400
177176378,3,42,8400
177176378,4,1,8700
177188594,2,42,3200
177188594,2,23,3500
177188594,4,34,3600
177188594,4,41,3600
177188594,4,56,3600
177188594,4,16,3600
177188594,4,7,3600
177188594,2,22,3200
177188594,2,35,3300
177188594,2,21,3300
177188594,3,29,3400
177188594,4,8,3500
177188594,4,31,3500
177188594,3,43,3500
177188594,3,5,3500
177218105,3,38,2200
177218105,4,2,2300
177218105,3,44,2800
177218105,4,24,7600
177235430,2,16,7200
177235430,4,8,8300
177235430,2,34,8400
177235430,2,32,8400
177235430,3,7,8800
177235430,3,46,8800
177235430,3,20,8800
177235430,3,6,7500
177235430,3,14,7600
177235430,3,2,7900
177235430,3,26,8000
177235430,3,19,8000
177235430,3,22,8000
177235430,3,50,8000
177235430,3,48,8000
177304972,2,34,31700
177304972,4,20,36400
177304972,4,28,36400
177304972,4,5,36400
177304972,4,5,36400
177304972,3,32,36400
177304972,4,7,36500
177304972,2,39,33500
177304972,2,21,33500
177304972,2,8,33500
177304972,2,52,33500
177304972,2,56,33600
177304972,3,25,35000
177304972,4,40,35200
177304972,4,6,35200
177605282,3,3,6000
177798177,3,11,10300
177798177,3,5,10800
177798177,3,3,10800
177798177,3,3,10800
177798177,4,41,11300
177798177,4,45,11300
177798177,4,4,11300
177798177,3,29,10300
177798177,3,8,10400
177798177,2,2,10400
177798177,2,35,10400
177798177,2,10,10400
177798177,3,10,10800
177798177,3,30,10800
177798177,3,41,10800
178427662,3,51,7000
178427662,3,18,7100
178427662,2,31,7100
178427662,3,25,7400
178427662,3,30,7400
178427662,3,47,7400
178446194,2,35,7300
178446194,3,2,8600
178446194,4,34,8700
178446194,4,23,8700
178446194,2,17,8700
178446194,4,42,8800
178446194,4,29,9000
178446194,2,29,8100
178446194,4,7,8200
178446194,4,37,8200
178446194,3,23,8300
178446194,3,34,8400
178446194,3,13,8400
178446194,3,33,8400
178446194,3,7,8600
178447015,1,2,1500
178543873,2,13,4100
178543873,2,9,4300
178543873,2,27,4500
178543873,2,29,4800
178543873,2,27,4900
178543873,3,19,5000
178543873,4,52,5100
178543873,3,12,5100
178543873,4,2,5400
178600095,2,12,6200
178613434,3,39,4900
178613434,4,24,5600
178613434,4,52,5600
178613434,3,22,4900
178613434,2,27,5100
178613434,4,50,5200
178613434,2,40,5200
178613434,3,4,5300
178613434,3,12,5400
178613434,3,37,5400
178613434,4,12,5500
178685645,1,5,2000
178972974,2,43,6800
178972974,4,18,7500
178972974,4,1,7500
178972974,4,28,8000
178972974,4,7,8000
178972974,4,9,8000
178972974,3,9,8100
178972974,2,22,7000
178972974,3,1,7100
178972974,3,18,7100
178972974,3,40,7100
178972974,3,7,7100
178972974,4,52,7500
178972974,4,41,7500
178972974,4,11,7500
179081904,4,32,2800
179081904,4,13,3100
179081904,4,41,3100
179081904,4,24,3100
179154255,4,42,7500
179154255,4,16,8100
179154255,4,12,8100
179154255,4,40,8100
179154255,4,9,8100
179154255,4,15,8100
179154255,4,50,8100
179154255,3,34,7600
179154255,3,1,7800
179154255,4,34,8000
179154255,4,20,8000
179154255,4,52,8000
179154255,4,42,8000
179154255,4,41,8000
179154255,4,14,8000
18077275,2,42,6100
18077275,3,2,6300
18077275,3,4,6400
18077275,3,25,6500
18077275,3,14,6500
18077275,3,23,6900
18077275,4,22,7200
18077275,2,42,6200
18077275,2,32,6200
18077275,2,43,6200
18077275,2,14,6200
18077275,2,7,6200
18077275,2,48,6200
18077275,2,7,6200
18077275,3,2,6300
183671087,3,22,7000
183671087,4,10,7300
183901136,2,16,8300
183901136,4,49,9000
183901136,4,2,9000
183901136,4,18,9000
183901136,4,24,9000
183901136,4,21,9000
183901136,4,12,9000
183901136,2,23,8300
183901136,2,21,8300
183901136,2,11,8300
183901136,2,12,8300
183901136,2,16,8300
183901136,3,6,8700
183901136,3,14,8700
183901136,3,38,8700
18412161,2,39,5800
18412161,3,10,6900
18412161,2,31,7100
18412161,2,24,7100
18412161,4,16,7300
18412161,3,31,7400
18412161,3,33,7400
18412161,2,24,6400
18412161,2,56,6600
18412161,2,21,6600
18412161,3,11,6800
18412161,3,1,6800
18412161,3,50,6900
18412161,3,52,6900
18412161,3,51,6900
